央视频道,#genre#
#昌邑综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfcyzh
#昌邑经济生活,http://8.137.59.151:3000/shandong/qilu.php?id=wfcyjj
#高密综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfgmzh
#高密党建农科,http://8.137.59.151:3000/shandong/qilu.php?id=wfgmdj
#寒亭新闻,http://8.137.59.151:3000/shandong/qilu.php?id=wfhtxw
#奎文电视台,http://8.137.59.151:3000/shandong/qilu.php?id=wfkwtv
#青州综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfqzzh
#青州文化旅游,http://8.137.59.151:3000/shandong/qilu.php?id=wfqzwh
#潍城TV,http://8.137.59.151:3000/shandong/qilu.php?id=wfwc
#长岛TV,http://8.137.59.151:3000/shandong/qilu.php?id=ytcd
#福山综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytfszh
#福山生活(无信号),http://8.137.59.151:3000/shandong/qilu.php?id=ytfssh
#海阳综合,http://8.137.59.151:3000/shandong/qilu.php?id=ythyzh
#龙口综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytlkzh
#龙口生活,http://8.137.59.151:3000/shandong/qilu.php?id=ytlksh
#莱山综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytlszh
#莱山影视,http://8.137.59.151:3000/shandong/qilu.php?id=ytlsys
#莱阳民生综艺,http://8.137.59.151:3000/shandong/qilu.php?id=ytlyms
#莱州综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytlzzh
#蓬莱综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytplzh
#蓬莱综艺,http://8.137.59.151:3000/shandong/qilu.php?id=ytplzy
#栖霞综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytqxzh
#栖霞苹果,http://8.137.59.151:3000/shandong/qilu.php?id=ytqxpg
#招远综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytzyzh
#招远综艺,http://8.137.59.151:3000/shandong/qilu.php?id=ytzyzy
#博山图文,http://8.137.59.151:3000/shandong/qilu.php?id=zbbstw
#高青综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbgqzh
#高青影视,http://8.137.59.151:3000/shandong/qilu.php?id=zbgqys
#桓台综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbht1
#桓台影视,http://8.137.59.151:3000/shandong/qilu.php?id=zbht2
#临淄新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=zblzxw
#临淄生活服务,http://8.137.59.151:3000/shandong/qilu.php?id=zblzsh
#沂源综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbyyzh
#沂源生活,http://8.137.59.151:3000/shandong/qilu.php?id=zbyysh
#淄川新闻,http://8.137.59.151:3000/shandong/qilu.php?id=zbzcxw
#淄川生活,http://8.137.59.151:3000/shandong/qilu.php?id=zbzcsh
#张店综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbzd1
#张店2,http://8.137.59.151:3000/shandong/qilu.php?id=zbzd2
#周村新闻,http://8.137.59.151:3000/shandong/qilu.php?id=zbzctv1
#周村生活,http://8.137.59.151:3000/shandong/qilu.php?id=zbzctv2
#山亭综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzstzh
#枣庄市中综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzszzh
#台儿庄新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=zztezxw
#薛城新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzxcxw
#峄城综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzyczh
#滨城TV,http://8.137.59.151:3000/shandong/qilu.php?id=bzbctv
#博兴生活,http://8.137.59.151:3000/shandong/qilu.php?id=bzbxsh
#惠民综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzhmzh
#惠民影视,http://8.137.59.151:3000/shandong/qilu.php?id=bzhmys
#无棣综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzwdzh
#无棣综艺,http://8.137.59.151:3000/shandong/qilu.php?id=bzwdzy
#阳信新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzyxxw
#沾化综艺,http://8.137.59.151:3000/shandong/qilu.php?id=bzzhzy
#邹平综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzzpzh
#邹平民生,http://8.137.59.151:3000/shandong/qilu.php?id=bzzpms
#德州经济生活,http://8.137.59.151:3000/shandong/qilu.php?id=dzjjsh
#德州图文,http://8.137.59.151:3000/shandong/qilu.php?id=dztw
#陵城综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzlczh
#乐陵新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzllxw
#乐陵城市生活,http://8.137.59.151:3000/shandong/qilu.php?id=dzllcs
#临邑1,http://8.137.59.151:3000/shandong/qilu.php?id=dzly1
#临邑2,http://8.137.59.151:3000/shandong/qilu.php?id=dzly2
#宁津综合,http://8.137.59.151:3000/shandong/qilu.php?id=dznjzh
#平原综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzpyzh
#庆云综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzqyzh
#庆云生活,http://8.137.59.151:3000/shandong/qilu.php?id=dzqysh
#武城综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzwczh
#武城综艺影视,http://8.137.59.151:3000/shandong/qilu.php?id=dzwczy
#夏津综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzxjzh
#夏津公共,http://8.137.59.151:3000/shandong/qilu.php?id=dzxjgg
#禹城综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzyczh
#禹城综艺,http://8.137.59.151:3000/shandong/qilu.php?id=dzyczy
#成武综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzcwzh
#成武综艺,http://8.137.59.151:3000/shandong/qilu.php?id=hzcwzy
#曹县综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzcxzh
#东明新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzdmxw
#定陶新闻,http://8.137.59.151:3000/shandong/qilu.php?id=hzdt1
#定陶综艺,http://8.137.59.151:3000/shandong/qilu.php?id=hzdt2
#鄄城综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzjczh
#巨野新闻,http://8.137.59.151:3000/shandong/qilu.php?id=hzjyxw
#牡丹区新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzmdxw
#牡丹区综艺,http://8.137.59.151:3000/shandong/qilu.php?id=hzmdzy
#单县综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzsxzh
#梁山综合,http://8.137.59.151:3000/shandong/qilu.php?id=jilszh
#曲阜新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=jiqfxw
#任城新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=jircxw
#任城影视娱乐,http://8.137.59.151:3000/shandong/qilu.php?id=jircys
#泗水新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=jissxw
#泗水文化生活,http://8.137.59.151:3000/shandong/qilu.php?id=jisswh
#微山综合,http://8.137.59.151:3000/shandong/qilu.php?id=jiws1
#微山2套,http://8.137.59.151:3000/shandong/qilu.php?id=jiws2
#汶上综合,http://8.137.59.151:3000/shandong/qilu.php?id=jiwszh
#汶上生活,http://8.137.59.151:3000/shandong/qilu.php?id=jiwssh
#鱼台新闻,http://8.137.59.151:3000/shandong/qilu.php?id=jiytxw
#鱼台生活,http://8.137.59.151:3000/shandong/qilu.php?id=jiytsh
#兖州新闻,http://8.137.59.151:3000/shandong/qilu.php?id=jiyzxw
#兖州生活,http://8.137.59.151:3000/shandong/qilu.php?id=jiyzsh
#邹城文化生活,http://8.137.59.151:3000/shandong/qilu.php?id=jizcwh
#茌平综合,http://8.137.59.151:3000/shandong/qilu.php?id=lccpzh
#茌平生活,http://8.137.59.151:3000/shandong/qilu.php?id=lccpsh
#东昌综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcdczh
#东阿综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcdezh
#东阿综艺,http://8.137.59.151:3000/shandong/qilu.php?id=lcdezy
#高唐综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcgtzh
#高唐综艺,http://8.137.59.151:3000/shandong/qilu.php?id=lcgtzy
#冠县综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcgxzh
#临清综合,http://8.137.59.151:3000/shandong/qilu.php?id=lclqzh
#临清经济信息,http://8.137.59.151:3000/shandong/qilu.php?id=lclqjj
#莘县综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcsxzh
#莘县生活,http://8.137.59.151:3000/shandong/qilu.php?id=lcsxsh
#阳谷综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcygzh
#阳谷影视,http://8.137.59.151:3000/shandong/qilu.php?id=lcygys
#费县综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyfxzh
#费县生活,http://8.137.59.151:3000/shandong/qilu.php?id=lyfxsh
#河东影视,http://8.137.59.151:3000/shandong/qilu.php?id=lyhdys
#河东综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyhdzh
#莒南综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyjnzh
#莒南影视,http://8.137.59.151:3000/shandong/qilu.php?id=lyjnys
#兰陵公共,http://8.137.59.151:3000/shandong/qilu.php?id=lyllgg
#兰山综合,http://8.137.59.151:3000/shandong/qilu.php?id=lylszh
#临沭综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyls1
#临沭生活,http://8.137.59.151:3000/shandong/qilu.php?id=lyls2
#罗庄综合,http://8.137.59.151:3000/shandong/qilu.php?id=lylzzh
#罗庄影视,http://8.137.59.151:3000/shandong/qilu.php?id=lylzys
#蒙阴综合,http://8.137.59.151:3000/shandong/qilu.php?id=lymy1
#蒙阴2套,http://8.137.59.151:3000/shandong/qilu.php?id=lymy2
#平邑综合,http://8.137.59.151:3000/shandong/qilu.php?id=lypyzh
#平邑生活,http://8.137.59.151:3000/shandong/qilu.php?id=lypysh
#郯城综合,http://8.137.59.151:3000/shandong/qilu.php?id=lytc1
#郯城2套,http://8.137.59.151:3000/shandong/qilu.php?id=lytc2
#沂南综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyynzh
#沂南红色影视,http://8.137.59.151:3000/shandong/qilu.php?id=lyynys
#沂水综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyys1
#沂水生活,http://8.137.59.151:3000/shandong/qilu.php?id=lyys2
#莒县综合,http://8.137.59.151:3000/shandong/qilu.php?id=rzjx1
#岚山TV,http://8.137.59.151:3000/shandong/qilu.php?id=rzls
#五莲综合,http://8.137.59.151:3000/shandong/qilu.php?id=rzwlzh
#五莲文化旅游,http://8.137.59.151:3000/shandong/qilu.php?id=rzwlwh
#东平综合,http://8.137.59.151:3000/shandong/qilu.php?id=tadpzh
#东平民生,http://8.137.59.151:3000/shandong/qilu.php?id=tadpms
#岱岳TV,http://8.137.59.151:3000/shandong/qilu.php?id=tady
#肥城综合,http://8.137.59.151:3000/shandong/qilu.php?id=tafczh
#肥城生活,http://8.137.59.151:3000/shandong/qilu.php?id=tafcsh
#宁阳综合,http://8.137.59.151:3000/shandong/qilu.php?id=tany1
#宁阳2套,http://8.137.59.151:3000/shandong/qilu.php?id=tany2
#泰山TV,http://8.137.59.151:3000/shandong/qilu.php?id=tats
#新泰综合,http://8.137.59.151:3000/shandong/qilu.php?id=taxtzh
#新泰乡村,http://8.137.59.151:3000/shandong/qilu.php?id=taxtxc
#威海都市生活,http://8.137.59.151:3000/shandong/qilu.php?id=whdssh
#威海环翠综合,http://8.137.59.151:3000/shandong/qilu.php?id=whhczh
#荣成综合,http://8.137.59.151:3000/shandong/qilu.php?id=whrczh
#荣成生活,http://8.137.59.151:3000/shandong/qilu.php?id=whrcsh
#乳山综合,http://8.137.59.151:3000/shandong/qilu.php?id=whrszh
#乳山生活,http://8.137.59.151:3000/shandong/qilu.php?id=whrssh
#文登TV1,http://8.137.59.151:3000/shandong/qilu.php?id=whwd1
#文登TV2,http://8.137.59.151:3000/shandong/qilu.php?id=whwd2
#浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
#浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
#浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
#浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
#浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
#浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
#浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
#浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
#平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
#萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
#余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
#余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
#余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
#嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
#诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
#上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
#兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
福州新闻,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
攸县电视,https://liveplay-srs.voc.com.cn/hls/tv/158_423c80.m3u8
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
耒阳电视,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8
衡阳电视,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
新邵综合,https://liveplay-srs.voc.com.cn/hls/tv/171_daca67.m3u8
城步电视,https://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8
汨罗综合,https://liveplay-srs.voc.com.cn/hls/tv/166_a4ad1b.m3u8
平江综合,https://liveplay-srs.voc.com.cn/hls/tv/168_ce2a0c.m3u8
汉寿综合,https://liveplay-srs.voc.com.cn/hls/tv/31_226756.m3u8
益阳新闻,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvxwhd231205.m3u8
益阳公共,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvgg231205.m3u8
益阳教育,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvjy231205.m3u8
沅江融媒,https://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8
安化综合,https://liveplay-srs.voc.com.cn/hls/tv/204_16cb0f.m3u8
桂阳综合,https://liveplay-srs.voc.com.cn/hls/tv/7_7c833e.m3u8
永兴综合,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8
嘉禾综合,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8
临武综合,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8
汝城台,https://liveplay-srs.voc.com.cn/hls/tv/149_40cf24.m3u8
桂东融媒,https://liveplay-srs.voc.com.cn/hls/tv/174_6ab9f8.m3u8
蓝山电视,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8
中方台,https://liveplay-srs.voc.com.cn/hls/tv/18_3aa230.m3u8
麻阳综合,https://liveplay-srs.voc.com.cn/hls/tv/38_6f397d.m3u8
新晃综合,https://liveplay-srs.voc.com.cn/hls/tv/23_5d556a.m3u8
芷江电视,https://liveplay-srs.voc.com.cn/hls/tv/20_68acda.m3u8
靖州综合,https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8
新化综合,https://liveplay-srs.voc.com.cn/hls/tv/170_49c556.m3u8
吉首综合,https://liveplay-srs.voc.com.cn/hls/tv/143_70175b.m3u8
花垣综合,https://liveplay-srs.voc.com.cn/hls/tv/134_d590ee.m3u8
古丈综合,https://liveplay-srs.voc.com.cn/hls/tv/144_4efb38.m3u8
龙山电视,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8
广东珠江备用,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
汕头综合,http://php.jdshipin.com:8880/PLTV/iptv.php?id=stzh




地方频道2,#genre#
北京|石景山,http://live.sjsrm.com/bjsjs/sd/live.m3u8
天津|滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8
天津|滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8
天津|滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
江苏|苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
江苏|苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
江苏|苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
江苏|苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
江苏|苏州4K超清,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
江苏|南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
江苏|南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
江苏|南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
江苏|无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
江苏|无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
江苏|无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
江苏|无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
江苏|无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
江苏|无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
江苏|无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
江苏|无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
江苏|无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
江苏|无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
江苏|江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
江苏|常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
江苏|常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
江苏|徐州新闻综合,http://stream3.huaihai.tv/xwzh1t/sd/live.m3u8
江苏|徐州经济生活,http://stream3.huaihai.tv/xz2t/sd/live.m3u8
江苏|徐州公共频道,http://stream3.huaihai.tv/xz4t/sd/live.m3u8
江苏|徐州文艺影视,http://stream3.huaihai.tv/xz3t/sd/live.m3u8
江苏|连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
江苏|连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
江苏|镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
江苏|镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
江苏|靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
江苏|靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
江苏|张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
江苏|张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
江苏|如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
江苏|溧水新闻,http://live.lsrmw.cn/zhpd/sd/live.m3u8
江苏|溧水影视,http://live.lsrmw.cn/ysyl/sd/live.m3u8
江苏|张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?checkedby:hlscat.com
江苏|靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江苏|句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8
江苏|句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
江苏|句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
江苏|句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
浙江|杭州萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan3/720p.m3u8
浙江|杭州余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
浙江|杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
浙江|杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
浙江|苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
浙江|洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
浙江|金华东阳影视,http://204.11.235.251:1935/live_transcoder/ngrp:mohabat.stream_all/playlist.m3u8
